,text,predicted_posize,value_posize,predicted_podisease,value_podisease,predicted_poage,value_poage,predicted_poss,value_poss,predicted_prdisease,value_prdisease,predicted_pogender,value_pogender,predicted_poprocedure,value_poprocedure,predicted_prss,value_prss,predicted_potreatment,value_potreatment,predicted_pophyconditon,value_pophyconditon,predicted_prbehavior,value_prbehavior,predicted_pomedhistory,value_pomedhistory,predicted_poclinical,value_poclinical,predicted_iprocedure,value_iprocedure,predicted_idiagnostic,value_idiagnostic,predicted_idisease,value_idisease,predicted_idiagnostictest,value_idiagnostictest,predicted_iss,value_iss,predicted_otreatment,value_otreatment,predicted_opatient,value_opatient
71,exercised three times a week,0.105114058,0,0.108389065,0,0.070937321,0,0.068286866,0,0.075847283,0,0.060426868,0,0.04498449,0,0.045100834,0,0.042926431,0,0.061669201,0,0.035399929,0,0.047100279,0,0.052836746,0,0.495829493,1,0.096544214,0,0.044811416,0,0.063758932,0,0.06852337,0,0.116158701,0,0.081278197,0
72,at an intensity of 60 of peak oxygen uptake,0.074578613,0,0.106237002,0,0.05341807,0,0.067760266,0,0.067435592,0,0.050337605,0,0.045720272,0,0.041945025,0,0.038836904,0,0.063168898,0,0.031607747,0,0.03676879,0,0.041555971,0,0.317235768,1,0.081551895,0,0.040804952,0,0.052792583,0,0.057525456,0,0.137727246,0,0.079837233,0
73,moderate et improves functional capacity and qol,0.063619256,0,0.094636023,0,0.059464484,0,0.08974085,0,0.109666385,0,0.065166533,0,0.079460442,0,0.067656659,0,0.047531452,0,0.090756789,0,0.042400528,0,0.04578292,0,0.045884237,0,0.146667302,0,0.103563674,0,0.069324903,0,0.063079908,0,0.082166627,0,0.397749275,1,0.124607012,0
74,the progression significantly lower,0.0616134,0,0.101806231,0,0.058150578,0,0.089969419,0,0.098744281,0,0.066869192,0,0.081230089,0,0.061947994,0,0.044561282,0,0.093790166,0,0.040356386,0,0.043602407,0,0.043588076,0,0.140337676,0,0.096209355,0,0.063580036,0,0.059890259,0,0.076537065,0,0.346383095,0,0.127671704,1
75,only trained patients had significant improvements in peak v o 2,0.064116754,0,0.101202853,0,0.052130111,0,0.077922426,0,0.087223008,0,0.056767721,0,0.065395996,0,0.055017807,0,0.041639578,0,0.080547184,0,0.035883334,0,0.038214494,0,0.042117402,0,0.148271218,0,0.093006566,0,0.055934507,0,0.053815689,0,0.071427576,0,0.300793797,0,0.111798376,1
76,candidates had a singleton live gestation bishop score 2 under 7 estimated fetal weight under 4500 g and gestational age exceeding 24 weeks,0.08666192,0,0.134127527,0,0.066838548,0,0.081847459,0,0.060736179,0,0.054348454,0,0.047892962,0,0.044957269,0,0.043845031,0,0.073723815,1,0.035493106,0,0.042177107,0,0.046402909,0,0.23010546,0,0.080245905,0,0.040526852,0,0.054580778,0,0.05960096,0,0.129226625,0,0.083769053,0
77,the antepartum unit adjacent to the labor suite,0.078821041,0,0.104358934,0,0.053962074,0,0.063793719,0,0.07429307,0,0.052537836,0,0.046269551,0,0.042361166,0,0.038160075,0,0.059272859,0,0.031797085,0,0.037321322,0,0.042663809,0,0.384510547,0,0.085914157,0,0.042678107,0,0.054604761,1,0.061191745,0,0.136352405,0,0.076235637,0
78,continuous fetal heart rate,0.104284436,0,0.131294847,0,0.066520192,0,0.076688245,0,0.063300379,0,0.054978412,0,0.04449458,0,0.044280928,0,0.043557096,0,0.064858876,0,0.035151638,0,0.03869411,0,0.043868303,0,0.223213479,0,0.078746617,0,0.040820166,0,0.052129768,1,0.057986852,0,0.118894823,0,0.077238739,0
79,uterine activity,0.068994336,0,0.105549172,0,0.048847068,0,0.070894137,0,0.072431698,0,0.053677592,0,0.052906316,0,0.04375416,0,0.036043324,0,0.068157591,0,0.031676747,0,0.034261107,0,0.03905078,0,0.212786883,0,0.080002099,0,0.043903068,0,0.051853612,1,0.058620449,0,0.195011884,0,0.08620283,0
80,re administered every 6 hours for a total of six doses,0.105932698,0,0.106731385,0,0.073121376,0,0.068941057,0,0.086419672,0,0.061377563,0,0.04840209,0,0.049634177,0,0.049656957,0,0.062019296,0,0.038323134,0,0.051355112,0,0.059970148,0,0.574196577,1,0.106687091,0,0.052418634,0,0.066808894,0,0.075643517,0,0.122516617,0,0.085959405,0
81,in the oral group after the first two doses of 200 g the dose was increased to 300 g for the duration of the study up to a total of 1600 g,0.071129367,0,0.096039124,0,0.049873777,0,0.063595198,0,0.076760478,0,0.053627789,0,0.048725437,0,0.043139055,0,0.037985209,0,0.062044758,0,0.031963445,0,0.037077017,0,0.042208504,0,0.36495325,1,0.087315157,0,0.045146853,0,0.055507835,0,0.061575741,0,0.168444887,0,0.082074687,0
82,in the vaginal group after the first two doses of 50 g the dose was increased to 100 g for the duration of the study up to a total of 500 g,0.075247876,0,0.097560398,0,0.052943736,0,0.063905306,0,0.075533129,0,0.053951412,0,0.046859939,0,0.042923015,0,0.038822342,0,0.061639875,0,0.032102808,0,0.038807377,0,0.043901015,0,0.39925018,1,0.087735906,0,0.044455469,0,0.056755599,0,0.062350951,0,0.151810527,0,0.081008881,0
83,one of his patients underwent an emergency cesarean delivery for late decelerations after 15 minutes from taking an oral 200 g dose,0.077825986,0,0.108991429,0,0.053223599,0,0.064150691,0,0.071277499,0,0.049221039,0,0.045142181,0,0.043276887,0,0.039538473,0,0.058121771,0,0.031683333,0,0.036153335,0,0.042477347,0,0.348548174,0,0.085742429,0,0.042188734,0,0.051541965,0,0.060833283,1,0.138337865,0,0.075562038,0
84,the indications for cesarean delivery were similar between the groups the most frequent indication being fetal distress in 70 14 and 58 12 oral versus vaginal respectively p 27 2,0.064723767,0,0.098842092,0,0.052615486,0,0.073596925,0,0.089553773,0,0.053981159,0,0.062647715,0,0.056075554,0,0.041570105,0,0.073865779,0,0.036047738,0,0.038111337,0,0.042895023,0,0.154638708,0,0.095102414,0,0.056430362,0,0.052480083,0,0.072743736,1,0.298258781,0,0.108017266,0
85,oral misoprostol is effective for cervical ripening and neonatal outcomes do not differ 11 17 18 19 20 21 22 25 26 between oral misoprostol and control groups,0.063625216,0,0.093663149,0,0.055578418,0,0.075667292,0,0.099891581,0,0.055019803,0,0.066586539,0,0.061456401,0,0.043827638,0,0.075069986,0,0.03794802,0,0.040720809,0,0.044486422,0,0.160220683,0,0.100342035,0,0.061997391,0,0.056711905,0,0.077654913,0,0.337486386,1,0.111821309,0
86,a total of 27 2 8 of patients who received misoprostol underwent an urgent cesarean delivery during the ripening procedure,0.074417286,0,0.105017059,0,0.050648108,0,0.064373083,0,0.070294917,0,0.049188185,0,0.04630319,0,0.04274587,0,0.037964966,0,0.059154749,0,0.030763684,0,0.034622855,0,0.040398307,0,0.304319203,0,0.082674526,0,0.041854512,0,0.050666627,0,0.058544964,0,0.14955917,0,0.076832652,1
87,12 562 patients,0.321980417,1,0.173248753,0,0.11961776,0,0.08946874,0,0.08501143,0,0.081129059,0,0.049822509,0,0.062986873,0,0.068428688,0,0.069970511,0,0.046024807,0,0.063336179,0,0.062646858,0,0.204767242,0,0.091906294,0,0.059514664,0,0.074139602,0,0.078739144,0,0.130587637,0,0.107687816,0
88,6259 patients,0.332161754,1,0.175381273,0,0.119209602,0,0.089918651,0,0.089046501,0,0.082283236,0,0.049958002,0,0.065774709,0,0.068830706,0,0.071639135,0,0.045867309,0,0.063502364,0,0.062682651,0,0.204516351,0,0.0947093,0,0.06204699,0,0.075147182,0,0.080828734,0,0.134535536,0,0.10699255,0
89,6303 patients,0.32398209,1,0.172577217,0,0.113798261,0,0.089199178,0,0.086659707,0,0.079887904,0,0.050039981,0,0.063975222,0,0.067448996,0,0.071292043,0,0.044904925,0,0.06139756,0,0.060502026,0,0.205359325,0,0.093314886,0,0.061009932,0,0.073515959,0,0.079513669,0,0.134971127,0,0.105227567,0
90,3000 patients,0.326194882,1,0.171737865,0,0.117026821,0,0.089642748,0,0.08547698,0,0.082204066,0,0.050680652,0,0.063452266,0,0.066955738,0,0.071732394,0,0.045698918,0,0.061588224,0,0.061656881,0,0.203099132,0,0.092381448,0,0.060589321,0,0.074780703,0,0.079486564,0,0.13440679,0,0.1046113,0
91,had either electrocardiographic changes or an elevation in the serum level of cardiac enzymes or markers at entry,0.069548041,0,0.120128535,1,0.04943468,0,0.073816426,0,0.073615424,0,0.047825307,0,0.054010805,0,0.04909534,0,0.040979683,0,0.069043145,0,0.033401638,0,0.034322094,0,0.042633671,0,0.175751492,0,0.085123099,0,0.047568791,0,0.049332157,0,0.063639715,0,0.205051348,0,0.088758118,0
92,adding clopidogrel,0.083934523,0,0.098900236,0,0.056166437,0,0.065086275,0,0.081600659,0,0.057879657,0,0.047993451,0,0.045140862,0,0.040116105,0,0.060404405,0,0.034236204,0,0.041384578,0,0.046704032,0,0.468431622,1,0.092956804,0,0.047311399,0,0.061316218,0,0.066704392,0,0.14668259,0,0.081982091,0
93,receiving aspirin and other medications,0.101511113,0,0.108935922,0,0.067855306,0,0.067430943,0,0.080522537,0,0.060798801,0,0.046235241,0,0.04517094,0,0.043520208,0,0.061560906,0,0.035877131,0,0.048322015,0,0.053469755,0,0.532605708,1,0.097704634,0,0.048115764,0,0.065691411,0,0.070820518,0,0.126500934,0,0.082665235,0
94,receive clopidogrel,0.095295906,0,0.103766873,0,0.065896399,0,0.067659162,0,0.082903937,0,0.062151309,0,0.048242331,0,0.046284281,0,0.044547632,0,0.062810652,0,0.036793102,0,0.048162054,0,0.053752851,0,0.542475998,1,0.099747099,0,0.049641613,0,0.066309452,0,0.072404243,0,0.131569847,0,0.086224541,0
95,shortterm aspirin treatment,0.083308183,0,0.106180876,0,0.05591175,0,0.064175658,0,0.075395592,0,0.052144878,0,0.044879679,0,0.042558864,0,0.039648898,0,0.057725552,0,0.031740226,0,0.038192332,0,0.04477058,0,0.413881987,1,0.086891674,0,0.042943902,0,0.056070685,0,0.061907463,0,0.133356258,0,0.076951899,0
96,either aspirin alone or warfarin,0.09398637,0,0.106171422,0,0.062745921,0,0.066518389,0,0.080742687,0,0.057318561,0,0.046588346,0,0.045418542,0,0.043866664,0,0.060894031,0,0.035161737,0,0.044885434,0,0.051354975,0,0.510838866,1,0.098109543,0,0.047281511,0,0.062418271,0,0.069355495,0,0.127352357,0,0.080978677,0
97,significantly reduces the risk of the composite outcome of death,0.06166501,0,0.098229177,0,0.058496162,0,0.086493917,0,0.105321668,0,0.0650253,0,0.079831108,0,0.06457144,0,0.046777476,0,0.089899659,0,0.040602066,0,0.044956096,0,0.044890787,0,0.141767621,0,0.098954365,0,0.066003613,0,0.059486412,0,0.079692908,0,0.364407688,1,0.12513046,0
98,with a trend toward lower rates of stroke and death,0.064723149,0,0.10686627,0,0.055353023,0,0.084486663,0,0.092980653,0,0.060585085,0,0.072186135,0,0.058665439,0,0.044653505,0,0.08827325,0,0.038205769,0,0.039876331,0,0.043256626,0,0.133910015,0,0.093341619,0,0.059747078,0,0.055101242,0,0.074700519,0,0.321168423,0,0.120126687,1
99,heart failure was found in fewer patients,0.068637758,0,0.11056415,0,0.053572617,0,0.081806697,0,0.085580401,0,0.057242937,0,0.065360487,0,0.05569312,0,0.042821594,0,0.081816308,0,0.03702819,0,0.038148113,0,0.042964634,0,0.133879513,0,0.089534841,0,0.055487916,0,0.052534774,0,0.071372509,0,0.287550002,1,0.112429403,0
100,women in active labour at more than 36 completed gestational weeks,0.083593979,0,0.124054134,0,0.058662239,0,0.075648203,0,0.062884741,0,0.053254489,1,0.047314391,0,0.043191597,0,0.041359454,0,0.068502158,0,0.033878621,0,0.038140524,0,0.042004429,0,0.244374156,0,0.079427458,0,0.040518377,0,0.050826304,0,0.05740425,0,0.127998203,0,0.080490999,0
101,4966 women with term fetuses,0.183433652,1,0.160239965,0,0.093518615,0,0.085143566,0,0.067643188,0,0.063171826,0,0.044692166,0,0.050821215,0,0.053117856,0,0.065029629,0,0.038503882,0,0.048335731,0,0.053695459,0,0.199427754,0,0.082437836,0,0.047122501,0,0.059268747,0,0.066656232,0,0.115601361,0,0.084856659,0
102,we did a multicentre randomised controlled trial,0.105857991,0,0.105330832,0,0.070169806,0,0.067888938,0,0.086663522,0,0.060526215,0,0.048164494,0,0.04861996,0,0.04813502,0,0.061914366,0,0.037358899,0,0.050624132,0,0.059041966,0,0.566759646,1,0.107554682,0,0.051927429,0,0.067073084,0,0.075756691,0,0.127990395,0,0.085278548,0
103,monitoring with cardiotocography plus st analysis ctg st group or cardiotocography only ctg group,0.091070361,0,0.108802721,0,0.062318578,0,0.06595131,0,0.082367048,0,0.055261429,0,0.047711972,0,0.046900388,0,0.04493013,0,0.061426029,0,0.034927294,0,0.04437045,0,0.051359426,0,0.510138631,1,0.101184987,0,0.047779806,0,0.061976884,0,0.070138738,0,0.127091885,0,0.081914835,0
104,this instrument uses digital signalprocessing techniques,0.072426185,0,0.10497693,0,0.047847193,0,0.062874794,0,0.076439694,0,0.050864317,0,0.048254937,0,0.043050934,0,0.036863305,0,0.058880132,0,0.031400755,0,0.034171164,0,0.040372644,0,0.296618462,1,0.086942419,0,0.044026297,0,0.0523922,0,0.06030656,0,0.171841159,0,0.07918825,0
105,women were randomly assigned fetal monitoring,0.108949274,0,0.117119066,0,0.066173814,0,0.065179445,0,0.070704244,0,0.053961229,0,0.041454349,0,0.043929182,0,0.04399851,0,0.055856638,0,0.032676637,0,0.040995304,0,0.046726264,0,0.402187884,1,0.089284047,0,0.042160247,0,0.055036228,0,0.063049354,0,0.108904041,0,0.075912029,0
106,an abnormal st waveform on the fetal electrocardiogram corresponds to fetal hypoxia,0.073157668,0,0.120379642,0,0.052017409,0,0.079295292,0,0.083207712,0,0.051927436,0,0.059982382,0,0.056548078,0,0.042955663,0,0.0776807,0,0.036427803,0,0.036216263,0,0.043797895,0,0.138325557,0,0.0888042,0,0.053370941,0,0.051777579,0,0.071244635,0,0.264928371,1,0.103562243,0
107,the rate of metabolic acidosis at birth was significantly lower with cardiotocography and st monitoring than with cardiotocography alone,0.065883666,0,0.101426728,0,0.055279911,0,0.07786189,0,0.096198089,0,0.055225059,0,0.065787077,0,0.060658194,0,0.044133019,0,0.078785263,0,0.037851334,0,0.039774187,0,0.045321867,0,0.140284404,0,0.097188547,0,0.060459141,0,0.055592295,0,0.076414578,0,0.329776049,1,0.113416977,0
108,the hypothesis that intrapartum monitoring with cardiotocography combined with automatic st waveform analysis,0.061627783,0,0.096048579,0,0.050659943,0,0.071213529,0,0.091659509,1,0.051520869,0,0.06190509,0,0.054401569,0,0.040696677,0,0.070701055,0,0.034876682,0,0.037098117,0,0.042307723,0,0.173539802,0,0.096496359,0,0.055931661,0,0.054010324,0,0.070906937,0,0.286292255,0,0.102243401,0
109,lv ejection fraction 40 severe valvular disease or coexisting cardiomyopathy on screening echocardiogram,0.076670133,0,0.128736421,0,0.052122522,0,0.075737327,1,0.0715506,0,0.047968682,0,0.051820766,0,0.049900707,0,0.041894458,0,0.068853997,0,0.034113262,0,0.034682944,0,0.04303056,0,0.173920959,0,0.083981022,0,0.046028297,0,0.049849778,0,0.062993601,0,0.184844643,0,0.086132877,0
110,a total of 303 hypertensive patients,0.236032113,1,0.180313885,0,0.101064488,0,0.089637354,0,0.078869887,0,0.067471601,0,0.048392449,0,0.061424986,0,0.061451647,0,0.069857456,0,0.04169365,0,0.052131053,0,0.056492895,0,0.180071428,0,0.089317299,0,0.056195289,0,0.064174868,0,0.075458884,0,0.13367942,0,0.092148334,0
111,men and women,0.105225734,0,0.113782577,0,0.066461332,0,0.087434009,0,0.07121402,0,0.085391566,1,0.061984051,0,0.049943566,0,0.040955573,0,0.083615221,0,0.040197659,0,0.043960616,0,0.042766411,0,0.19085823,0,0.07610739,0,0.046458095,0,0.063075185,0,0.062761649,0,0.169332057,0,0.102312677,0
112,with essential hypertension and increased lv mass,0.067668192,0,0.113827787,0,0.053203046,0,0.085285038,1,0.085511439,0,0.057200607,0,0.06798318,0,0.056478038,0,0.042648785,0,0.085305989,0,0.03740672,0,0.037646409,0,0.043624986,0,0.132608339,0,0.088156633,0,0.054329168,0,0.054562096,0,0.070730641,0,0.290134162,0,0.111761831,0
113,by echocardiography at baseline,0.089987583,0,0.104242355,0,0.059978135,0,0.065413989,0,0.079090245,0,0.055256713,0,0.045861062,0,0.044390313,0,0.041754968,0,0.059621245,0,0.033846278,0,0.040926311,0,0.048410207,0,0.463586569,1,0.095781185,0,0.045181956,0,0.059623387,0,0.065596662,0,0.12613377,0,0.077754967,0
114,blinded study medication,0.106436357,0,0.114244238,0,0.063946351,0,0.064113714,0,0.073089994,0,0.054518402,0,0.041423354,0,0.042734146,0,0.040910516,0,0.05614005,0,0.031974882,0,0.040740415,0,0.046341851,0,0.406155646,1,0.088235952,0,0.041601345,0,0.056783497,0,0.062352568,0,0.116814964,0,0.075277977,0
115,lv mass reduction and normalization of lv diastolic filling,0.061507165,0,0.102420166,0,0.050092425,0,0.074409746,0,0.087139845,0,0.052699428,0,0.063024089,0,0.052647676,0,0.039846245,0,0.075701624,0,0.0344388,0,0.035891291,0,0.041108072,0,0.164197251,1,0.093241684,0,0.05294659,0,0.052558798,0,0.068511531,0,0.277176976,0,0.102934547,0
116,significantly reduced lv mass index and relative wall thickness during 1 year of treatment,0.065237768,0,0.102653638,0,0.057519272,0,0.082846969,0,0.098755278,0,0.059421491,0,0.071281277,0,0.062559634,0,0.044047642,0,0.084693976,0,0.039182268,0,0.040782858,0,0.044723853,0,0.134047329,0,0.096123554,0,0.061337251,0,0.057155713,0,0.076476328,0,0.342193842,1,0.117338732,0
117,both had moderately beneficial and statisically indistinguishable effects on regression of lv hypertrophy,0.070572861,0,0.102724724,0,0.055112984,0,0.081047036,0,0.099588275,0,0.058590461,0,0.06800171,0,0.061790172,0,0.045097221,0,0.082746081,0,0.039214313,0,0.040901851,0,0.045594886,0,0.141638309,0,0.095928632,0,0.061768375,0,0.057353366,0,0.07803189,0,0.357339501,1,0.118375301,0
118,lv mass index was reduced similarly by the two treatment regimens,0.063840717,0,0.093659684,0,0.055451188,0,0.081544332,0,0.101771154,0,0.060326532,0,0.071833111,0,0.061652828,0,0.044896975,0,0.083043754,0,0.039074704,0,0.042301577,0,0.045099918,0,0.152788803,0,0.100410454,0,0.064446986,0,0.058854539,0,0.07819967,0,0.366734415,1,0.118474647,0
119,by actions that are not characteristic of subsequently introduced longer acting preparations,0.064439997,0,0.099677414,0,0.053820621,0,0.081509814,0,0.097355448,0,0.05778515,0,0.071524635,0,0.060320139,0,0.044169247,0,0.083174147,0,0.037994951,0,0.040091626,0,0.044260029,0,0.143738061,0,0.096817605,0,0.061040603,0,0.056257609,0,0.077129833,0,0.345432639,1,0.118728898,0
120,a lack of difference in lv mass change between enalapril or nifedipine treatment arms and revealed trends toward greater lv mass reduction with supplemental hydrochlorothiazide mean difference 4 g m,0.066762134,0,0.099830627,0,0.056062106,0,0.07728266,0,0.09987475,0,0.055061627,0,0.066635378,0,0.063566014,0,0.046201315,0,0.077055767,0,0.038532391,0,0.040647332,0,0.046363197,0,0.14912793,0,0.099495083,0,0.063790917,0,0.056237876,0,0.079394519,0,0.346450597,1,0.114440583,0
121,effects of titrated oral misoprostol solution compared with vaginal dinoprostone,0.063551486,0,0.091747127,0,0.052931532,0,0.072247058,0,0.100760102,1,0.052570008,0,0.064850837,0,0.059515279,0,0.043337002,0,0.069988817,0,0.0368229,0,0.039323565,0,0.044031397,0,0.18004325,0,0.100118421,0,0.060939331,0,0.056997415,0,0.076230265,0,0.318396062,0,0.105868675,0
122,the number of women,0.121136591,0,0.124927983,0,0.071305685,0,0.081023231,0,0.065276101,0,0.068680488,1,0.050764114,0,0.046755049,0,0.041992631,0,0.071293809,0,0.036731523,0,0.041297574,0,0.043765016,0,0.164579079,0,0.072878234,0,0.041188251,0,0.056183126,0,0.060615029,0,0.150762677,0,0.092141159,0
123,695,0.307033926,1,0.163788259,0,0.113454647,0,0.083709054,0,0.085039422,0,0.076990277,0,0.046758037,0,0.06244719,0,0.065487295,0,0.065887593,0,0.042502649,0,0.060540054,0,0.062287044,0,0.227828592,0,0.09486866,0,0.059688728,0,0.071721643,0,0.079107538,0,0.133189395,0,0.103036784,0
124,gestation less than 34 weeks signi cant antepartum haemorrhage previous caesarean section uncontrolled diabetes mellitus severe pre eclampsia or eclampsia and fetal distress,0.085984245,0,0.144193873,1,0.061444085,0,0.085739553,0,0.067601189,0,0.051949967,0,0.05292967,0,0.050210759,0,0.044230595,0,0.075052753,0,0.036953509,0,0.03919594,0,0.04675192,0,0.170857623,0,0.079307273,0,0.045185156,0,0.054228179,0,0.064172618,0,0.164043054,0,0.086266026,0
125,oral misoprostol solution or two doses of vaginal dinoprostone 2mg administered six hours apart,0.099505052,0,0.103754893,0,0.068998143,0,0.068095073,0,0.090052858,0,0.061201353,0,0.050227169,0,0.051339675,0,0.049412027,0,0.063448451,0,0.03838617,0,0.050162878,0,0.059055548,0,0.578740954,1,0.108698934,0,0.054828834,0,0.067591466,0,0.077691339,0,0.134989738,0,0.086673051,0
