id,text,file_path,predicted_iprocedure,predicted_posize,predicted_podisease,predicted_otreatment,predicted_idiagnostic,predicted_opatient,predicted_prdisease,predicted_pogender,predicted_poage,predicted_idiagnostictest,predicted_iss,predicted_pophyconditon,predicted_poss,predicted_prss,predicted_poprocedure,predicted_potreatment,predicted_idisease,predicted_pomedhistory,predicted_prbehavior,predicted_poclinical,value_posize,value_podisease,value_iprocedure,value_iss,value_opatient,value_otreatment,value_prdisease,value_pogender,value_idiagnostic,value_idiagnostictest,value_poage,value_pophyconditon,value_idisease,value_prss,value_poss,value_potreatment,value_poprocedure,value_poclinical,value_prbehavior,value_pomedhistory,predicted_p,predicted_i,predicted_o,value_p,value_i,value_o
47,the number of women who received oxytocin augmentation was higher in the oral group although in those receiving oxytocin there was no signi cant difference in the mean amount given 5 7iu in the oral group vs 4 2iu in the vaginal group mean difference 1 5 95 ci of mean difference 0 5 to 13 4,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv,0.049587239,0.039337095,0.037947431,0.613698423,0.040073771,0.135450259,0.044476248,0.023815913,0.025242835,0.026671439,0.045592181,0.030555937,0.027022585,0.031383574,0.025127904,0.02564011,0.021893885,0.015537805,0.020891648,0.0172789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024684932,0.184536442,0.924015999,0,0,1
48,more women were delivered within 24 hours 80 vs 46 3 rr 1 7 95 ci 1 3 2 1 and fewer women needed oxytocin augmentation 39 vs 58 2 rr 0 67 95 ci 0 5 0 9 in the vaginal group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv,0.047857273,0.03755334,0.029310726,0.186855018,0.032417361,0.073315032,0.02785266,0.019047372,0.021593278,0.019974805,0.026853517,0.019834541,0.016718322,0.020915212,0.013989899,0.015284535,0.01269239,0.00740601,0.011494682,0.00836529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029058516,0.720900953,0.504284859,0,0,1
49,most of these women quoted the ease and less invasive nature of the oral administration as positive points and about 8 quoted the absence of restriction of movement following its administration as an additional advantage,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11281461_element.csv,0.040946968,0.030163921,0.031042224,0.372531176,0.030290926,0.083738506,0.034122862,0.017741991,0.019752316,0.019335277,0.030814862,0.022642324,0.018430399,0.021199193,0.016077163,0.016915912,0.013890486,0.010365495,0.012447742,0.010376106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037673201,0.069457635,0.945702374,0,0,1
50,we aimed to assess endothelin 1 et 1 a potent melanocyte mitogen in plasma of puva treated paients with vitiligo,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.064559549,0.029971745,0.027445491,0.055115219,0.022118527,0.027525434,0.026747387,0.015731979,0.0147951,0.013874467,0.016674483,0.015679877,0.012668545,0.011201974,0.009638757,0.009204098,0.007635981,0.006582506,0.005773963,0.005730855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.945147336,0.103787743,0.060325075,1,0,0
51,patients with psoriasis n 15 treated identically and healthy subjects not receiving any therapy n 15 served as controls,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.277671874,0.055736221,0.038371623,0.023388071,0.032315578,0.023101022,0.027714359,0.025654873,0.020427218,0.019490652,0.018780239,0.017133921,0.019115264,0.012990706,0.012908462,0.012590164,0.011562366,0.00959553,0.008379804,0.009697325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.561441302,0.665530682,0.014572811,1,1,0
52,they had not received any therapy including phototherapy at least 2 months before the study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.199714571,0.048138347,0.032649826,0.026975667,0.027198095,0.023280423,0.024969557,0.021517884,0.017596748,0.016984306,0.017119585,0.01578711,0.016141836,0.01229646,0.01155796,0.010962802,0.009728816,0.007736406,0.007361337,0.00798279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.929586411,0.085713677,0.068042688,1,0,0
53,et 1 was sequentially assessed using elisa in patients with nonsegmental vitiligo treated with puva n 20 at 8 16 and 24 h following the puva session,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.332374513,0.060248114,0.032385152,0.026853425,0.034438007,0.025662575,0.02848772,0.026642334,0.020447547,0.020911735,0.019977802,0.017753445,0.019104734,0.014206169,0.013763639,0.014119872,0.012450398,0.010433993,0.009554804,0.010844677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.082976252,0.942245245,0.0559223,0,1,0
54,vitiligo area scoring index vasi and psoriasis area severity index pasi scores were simultaneously evaluated,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.051959127,0.040541396,0.054026492,0.033455566,0.024408478,0.025930261,0.032320343,0.020972289,0.025581362,0.017228691,0.019185795,0.020888604,0.01733005,0.012145654,0.011226084,0.010556324,0.009735484,0.00799579,0.006766594,0.00579489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.103792444,0.930919945,0.048593659,0,1,0
55,all patients received 3 sessions week of systemic puva therapy in the form of oral 8 methoxypsoralen 0 6 mg kg followed after 2 h by uva exposure 300 400 nm waldmann schwenningen germany according to the united states cooperative clinical trial protocol and all patients completed the 3 month therapy period,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.509541512,0.071061976,0.042672805,0.028748538,0.045416173,0.029766442,0.035336204,0.036585391,0.025147393,0.026457777,0.025699548,0.022485008,0.02664605,0.017982759,0.01782782,0.019624289,0.018850131,0.015500556,0.013159684,0.017019292,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.075572744,0.948364258,0.069459163,0,1,0
56,pretreatment plasma et 1 levels in vitiligo and psoriasis were found to be elevated above the values of healthy controls in this current study and even above those reported in the literature 2 3 4 pg ml,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.040538348,0.033002865,0.043549944,0.6234501,0.037544604,0.123968616,0.051275633,0.023977377,0.026432991,0.025762415,0.042381529,0.032585341,0.02671925,0.028188106,0.02543286,0.024605904,0.021864742,0.016282011,0.017706491,0.016833387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054044604,0.050018318,0.959312141,0,0,1
57,in addition there was a significant indirect correlation between sequential plasma et 1 and vasi score indicating that the elevation of plasma et 1 in response to puva therapy is accompanied by generalized hyperpigmentation and repigmentation of vitiligo,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.041589115,0.033746999,0.042908058,0.634947419,0.038133055,0.124418683,0.050645404,0.024013968,0.026210371,0.025927776,0.043049585,0.032852344,0.027285801,0.028774278,0.025659971,0.025019733,0.022145979,0.016466515,0.018604072,0.017034719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047968782,0.051714618,0.965298831,0,0,1
58,having accepted that hyperproliferating keratinocytes and endothelial cells are the main sources of the elevation it is likely that the decline in et 1 is the result rather than the cause of the improvement,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11393383_element.csv,0.041175973,0.03226408,0.036529548,0.502969563,0.033851847,0.102476858,0.04001293,0.020686744,0.021814918,0.021616312,0.036395725,0.026686205,0.022391545,0.024526026,0.019932212,0.020230915,0.016786829,0.012626696,0.015334546,0.012942189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511721,0.042559754,0.951506495,0,0,1
59,objectives the goal of this study was to determine the effects of exercise training et on functional capacity and quality of life qol in patients who received percutaneous transluminal coronary angioplasty ptca or coronary stenting cs the effects on the restenosis rate and the outcome,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.049620744,0.032873124,0.05602606,0.057215624,0.026639031,0.029683841,0.042035937,0.020828448,0.024312822,0.016810779,0.021275075,0.02328315,0.01749628,0.013664018,0.011439981,0.011657824,0.010647145,0.008440988,0.006699673,0.006337997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.94436276,0.0796379,0.088865332,1,0,0
60,methods we studied 118 consecutive patients with coronary artery disease mean age 57 10 years who underwent ptca or cs on one 69 or two 31 native epicardial coronary arteries,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.097856849,0.078017533,0.12146005,0.02191088,0.0395674,0.028842369,0.048070643,0.036833476,0.056467291,0.028059151,0.026159907,0.035778761,0.031294148,0.016252916,0.01945259,0.013991799,0.016288366,0.015959684,0.011015789,0.009548091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949236095,0.097750045,0.067319989,1,0,0
61,primary angioplasty defined as angioplasty without thrombolytic therapy was performed 148 63 min after the onset of an acute myocardial infarction ami in 23 patients 11 in group t 12 in group c,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.122351691,0.052213773,0.048826236,0.025653554,0.031216709,0.024461795,0.032742001,0.024044791,0.025497787,0.019761615,0.021831796,0.019668266,0.019257074,0.013808825,0.01220516,0.011063841,0.010485499,0.007692399,0.007903234,0.007142163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926403821,0.145020798,0.033942923,1,0,0
62,after a 15 min phase of stretching and calisthenics patients pedaled on an electronically braked cycle ergometer at the target work rate for 30 min,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.46432063,0.062088151,0.034501392,0.034529097,0.041424688,0.030479386,0.03447362,0.032212172,0.021467641,0.023538711,0.023383714,0.021457205,0.023771981,0.017322946,0.016649771,0.018654944,0.017428199,0.015011088,0.012328068,0.01619241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069771156,0.94179517,0.085730247,0,1,0
63,control patients were recommended to perform basic daily mild physical activities but to avoid any physical training,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.375488639,0.051454641,0.03505322,0.039485224,0.036830515,0.029913725,0.032937374,0.026292348,0.018946134,0.019519674,0.020825617,0.020106811,0.021816546,0.015489731,0.014543389,0.01568773,0.015685942,0.013205456,0.009826227,0.014331492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070380718,0.937998712,0.072023526,0,1,0
64,group t n 59 was exercised three times a week for six months at 60 of peak v o 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.346130043,0.058521926,0.029150276,0.033079449,0.034279969,0.028478485,0.02796345,0.026447058,0.01918352,0.020736668,0.020991961,0.017846031,0.018542606,0.015450151,0.01386271,0.015558014,0.013661384,0.010425863,0.010372219,0.011510937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064786233,0.943836987,0.114791885,0,1,0
65,the program lasted six months and consisted of three exercise sessions per week at an intensity of 60 of peak oxygen uptake v o 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.429611593,0.05911807,0.032529023,0.03905851,0.038243588,0.030836107,0.032375332,0.029703973,0.019795468,0.022396248,0.022749655,0.020214798,0.022284972,0.017449474,0.015723621,0.018358395,0.016625889,0.013421384,0.011512631,0.015377423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088566475,0.940751195,0.053588651,0,1,0
66,conclusions moderate et improves functional capacity and qol after ptca or cs,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.043204825,0.030377507,0.034218404,0.497952193,0.032232527,0.090623356,0.04105496,0.020485284,0.021965858,0.021454317,0.033041514,0.026242357,0.020984627,0.022940889,0.019485718,0.020791385,0.017182602,0.012811411,0.015231975,0.01274244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051719524,0.048880033,0.967176378,0,0,1
67,the progression of coronary artery disease was significantly lower in trained patients than it was in control patients at six months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.037362415,0.031053903,0.031796776,0.338619441,0.029699694,0.085645892,0.033252772,0.018197509,0.021112002,0.019562121,0.030844484,0.022891199,0.018968882,0.02003126,0.01554648,0.016677625,0.013478265,0.010536063,0.011935445,0.010320405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071563832,0.049506724,0.955550194,0,0,1
68,results only trained patients had significant improvements in peak v o 2 26 p 0 001 and quality of life 26 8 p 0 001 vs c,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.041276623,0.032502517,0.033959199,0.488289803,0.03308953,0.106154941,0.038836692,0.020327616,0.022758408,0.02230398,0.036169421,0.026030537,0.022229744,0.02320639,0.019530229,0.020102274,0.017047931,0.013313841,0.014737875,0.013254953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058400366,0.04746617,0.965923488,0,0,1
69,approval was obtained from the orlando regional investigational review committee candidates had a singleton live gestation bishop score 2 under 7 estimated fetal weight under 4500 g and gestational age exceeding 24 weeks,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.140978456,0.073717207,0.0886323,0.018396553,0.037391488,0.024740774,0.03972555,0.033251707,0.042686075,0.025553135,0.023881437,0.028803028,0.027347079,0.01507713,0.016550662,0.012604019,0.01384469,0.012574815,0.010019463,0.009373615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.946103871,0.084387027,0.085040294,1,0,0
70,cervical ripening was performed in the antepartum unit adjacent to the labor suite and continuous fetal heart rate and uterine activity were monitored in all patients,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.227359235,0.053286672,0.041795645,0.022406623,0.032514587,0.022497894,0.028764218,0.02497304,0.021166958,0.019605707,0.019254288,0.017431408,0.018881166,0.013335465,0.012803886,0.011850357,0.010915839,0.008780952,0.008388993,0.008693556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.070257701,0.94680202,0.090125211,0,1,0
71,the medication regimens could be re administered every 6 hours for a total of six doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.391000271,0.055432066,0.031765025,0.036970917,0.036147069,0.029217377,0.032132175,0.027734976,0.018752528,0.020288508,0.02091882,0.019840607,0.021191828,0.015260219,0.014988213,0.016983287,0.015613264,0.013779538,0.010469344,0.014570689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068221189,0.944197893,0.079600759,0,1,0
72,in the oral group after the first two doses of 200 g the dose was increased to 300 g for the duration of the study up to a total of 1600 g,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.386163175,0.060367335,0.0305665,0.030763606,0.038387418,0.028381608,0.032052606,0.028566008,0.020631185,0.022050541,0.022120213,0.019413369,0.020500828,0.016115775,0.015264375,0.016339989,0.0147513,0.012421861,0.011068716,0.012798084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068939157,0.937897325,0.073057823,0,1,0
73,in the vaginal group after the first two doses of 50 g the dose was increased to 100 g for the duration of the study up to a total of 500 g,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.411491543,0.062829658,0.032009903,0.030240551,0.038981508,0.028224923,0.031722359,0.02993514,0.021535184,0.022945577,0.022538245,0.019735947,0.021292478,0.016060751,0.01553036,0.017039998,0.01538515,0.013048082,0.011384388,0.013636155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069863781,0.941384554,0.073663786,0,1,0
74,ngai et al 23 noted one of his patients underwent an emergency cesarean delivery for late decelerations after 15 minutes from taking an oral 200 g dose,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.431717068,0.06489677,0.037763435,0.028509503,0.041208185,0.027958956,0.031793561,0.032706998,0.022985561,0.024139479,0.023336958,0.019539597,0.022613067,0.016605617,0.015779829,0.017173812,0.015852977,0.01251746,0.011735511,0.014087839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049807832,0.874230146,0.122060202,0,1,0
75,the indications for cesarean delivery were similar between the groups the most frequent indication being fetal distress in 70 14 and 58 12 oral versus vaginal respectively p 27 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.044260561,0.034790929,0.031133877,0.412761569,0.033842809,0.104405694,0.034420427,0.019692672,0.022420064,0.022078844,0.034943238,0.024372799,0.020290935,0.024475021,0.018384317,0.019331513,0.015876198,0.011000972,0.014718092,0.012219765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053738553,0.933555663,0.124544024,0,1,0
76,our data agree with other publications suggesting that oral misoprostol is effective for cervical ripening and neonatal outcomes do not differ 11 17 18 19 20 21 22 25 26 between oral misoprostol and control groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.044089489,0.034468621,0.04430186,0.651050746,0.038446605,0.128637105,0.05236809,0.024621559,0.026170058,0.02666973,0.044370178,0.034055855,0.028021375,0.028813539,0.026665375,0.025688317,0.022995848,0.01755251,0.018535944,0.018311527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043228939,0.056695383,0.965238273,0,0,1
77,we noted a total of 27 2 8 of patients who received misoprostol underwent an urgent cesarean delivery during the ripening procedure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.186853126,0.064055085,0.04664313,0.020055382,0.032522492,0.023094576,0.029677853,0.026104061,0.026651198,0.021050373,0.020079996,0.019445816,0.020379027,0.013434637,0.013413139,0.011597942,0.011087108,0.008960826,0.00879263,0.008427705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124510989,0.073309667,0.431490213,0,0,1
