id,text,file_path,otreatment,opatient,iprocedure,iss,idiagnostic,podisease,prss,prdisease,poage,idiagnostictest,poss,idisease,posize,potreatment,pophyconditon,pogender,poprocedure,pomedhistory,prbehavior,poclinical
62,after a 15 min phase of stretching and calisthenics patients pedaled on an electronically braked cycle ergometer at the target work rate for 30 min,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.087537371,0.066227935,0.690475523,0.065524325,0.080060877,0.060464021,0.056474648,0.071812339,0.052628841,0.056717444,0.03767265,0.04985958,0.098908015,0.033725146,0.050423197,0.060506985,0.035160434,0.030556953,0.02962685,0.040339559
63,control patients were recommended to perform basic daily mild physical activities but to avoid any physical training,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.099258669,0.064813741,0.632833958,0.057260737,0.070313983,0.057684626,0.054937895,0.0647984,0.050169069,0.055164419,0.039278332,0.046252947,0.079484954,0.031651691,0.043772541,0.053617083,0.032110471,0.030443098,0.02693375,0.035689004
64,group t n 59 was exercised three times a week for six months at 60 of peak v o 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.100648187,0.067652054,0.632328928,0.061159831,0.073251612,0.052486971,0.057274953,0.056358911,0.051379871,0.056467794,0.038090501,0.049861036,0.077761635,0.032962095,0.043845888,0.052167207,0.032329753,0.030569965,0.028324125,0.036396462
65,the program lasted six months and consisted of three exercise sessions per week at an intensity of 60 of peak oxygen uptake v o 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.093075037,0.065569475,0.655501604,0.060087699,0.074377336,0.059001397,0.055889726,0.063663699,0.05231766,0.058420654,0.038743395,0.048319489,0.084628217,0.032480448,0.046039224,0.054605819,0.033159308,0.031067424,0.027557807,0.036862634
66,conclusions moderate et improves functional capacity and qol after ptca or cs,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.649905562,0.154149473,0.095217556,0.054626647,0.063496299,0.05914345,0.072652571,0.086477287,0.054064233,0.04837684,0.047918007,0.051266097,0.044752695,0.038719259,0.042645082,0.044552982,0.047285564,0.030077836,0.029009266,0.03131542
67,the progression of coronary artery disease was significantly lower in trained patients than it was in control patients at six months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.547550857,0.150278434,0.087604307,0.056583963,0.058705848,0.061008073,0.059898447,0.059584226,0.054594506,0.045167923,0.048462875,0.046391714,0.042801563,0.038752656,0.04125477,0.039481197,0.039642233,0.030506698,0.029525904,0.027919462
68,results only trained patients had significant improvements in peak v o 2 26 p 0 001 and quality of life 26 8 p 0 001 vs c,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11401128_element.csv,0.620144129,0.166194081,0.093878716,0.061060354,0.061762091,0.053700183,0.070561878,0.0651896,0.053699408,0.047862008,0.044891778,0.051532358,0.042095531,0.041513186,0.043518391,0.042090014,0.045503084,0.033107232,0.032578021,0.030736487
69,approval was obtained from the orlando regional investigational review committee candidates had a singleton live gestation bishop score 2 under 7 estimated fetal weight under 4500 g and gestational age exceeding 24 weeks,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.063460082,0.052447524,0.24460274,0.057153236,0.080496222,0.148371205,0.035892475,0.0701987,0.084960081,0.049308885,0.064292595,0.041215837,0.135654941,0.036138557,0.064127736,0.066042617,0.028928529,0.029234454,0.03002763,0.03040725
70,cervical ripening was performed in the antepartum unit adjacent to the labor suite and continuous fetal heart rate and uterine activity were monitored in all patients,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.078606233,0.061370097,0.448266298,0.057284728,0.074286975,0.063628234,0.052062623,0.053395689,0.057355117,0.057190076,0.043326814,0.042838529,0.067897499,0.032147974,0.042836182,0.044591643,0.026687084,0.030502411,0.027046738,0.028550934
71,the medication regimens could be re administered every 6 hours for a total of six doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.098054372,0.064916611,0.666233361,0.060231965,0.074308641,0.057844318,0.055953141,0.063348658,0.051373366,0.056963101,0.038010798,0.049315766,0.094074428,0.033153791,0.046437759,0.056534067,0.034247424,0.030997507,0.028583342,0.037890263
72,in the oral group after the first two doses of 200 g the dose was increased to 300 g for the duration of the study up to a total of 1600 g,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.083329543,0.060909145,0.632531703,0.061978936,0.074042715,0.056089487,0.05273493,0.062069569,0.052379861,0.05705208,0.036570996,0.048712578,0.098245807,0.033799019,0.045469429,0.053552892,0.030709337,0.030944817,0.029338334,0.036886867
73,in the vaginal group after the first two doses of 50 g the dose was increased to 100 g for the duration of the study up to a total of 500 g,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.080597751,0.060527977,0.639617622,0.062953398,0.075551279,0.058368072,0.053198405,0.060370795,0.054260448,0.057949889,0.038171519,0.048478764,0.100580223,0.034608275,0.046556335,0.054592729,0.03067263,0.031881321,0.029674254,0.037274722
74,ngai et al 23 noted one of his patients underwent an emergency cesarean delivery for late decelerations after 15 minutes from taking an oral 200 g dose,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.116255708,0.069609515,0.431312889,0.054004516,0.064543858,0.049285106,0.047802277,0.047928978,0.048693076,0.048539247,0.0328294,0.04263889,0.063107632,0.032844815,0.037394077,0.040863644,0.026620723,0.027273206,0.0267272,0.027966931
75,the indications for cesarean delivery were similar between the groups the most frequent indication being fetal distress in 70 14 and 58 12 oral versus vaginal respectively p 27 2,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.252171129,0.104946196,0.102824166,0.058996815,0.057673313,0.072141662,0.050041817,0.05622907,0.06119081,0.047042955,0.049156837,0.041037235,0.047457539,0.036199603,0.038890466,0.035732362,0.028972305,0.029792923,0.028114082,0.023980578
76,our data agree with other publications suggesting that oral misoprostol is effective for cervical ripening and neonatal outcomes do not differ 11 17 18 19 20 21 22 25 26 between oral misoprostol and control groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.655897915,0.156924993,0.096479207,0.055814017,0.062388886,0.056845848,0.071173646,0.079452179,0.051156946,0.044376336,0.044779073,0.050758678,0.046069063,0.039257366,0.043793604,0.045436885,0.046362728,0.030378347,0.029287826,0.031563997
77,we noted a total of 27 2 8 of patients who received misoprostol underwent an urgent cesarean delivery during the ripening procedure,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11430966_element.csv,0.095301516,0.0601919,0.189219356,0.054479014,0.066351414,0.088711523,0.037417874,0.0615381,0.060883328,0.045551371,0.042626269,0.038059,0.099472649,0.033458725,0.046287946,0.046327647,0.024143085,0.028130295,0.024745205,0.026306624
78,methods we randomly assigned 12 562 patients who had presented within 24 hours after the onset of symptoms to receive clopidogrel 300 mg immediately followed by 75 mg once daily 6259 patients or placebo 6303 patients in addition to aspirin for 3 to 12 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.068009071,0.059976686,0.699714601,0.068604551,0.085269026,0.081035584,0.050082028,0.081128418,0.058356982,0.057105962,0.04193062,0.048380081,0.153472066,0.035349771,0.057461586,0.073478036,0.035875302,0.032457456,0.031001203,0.044612218
79,however after a review of the overall rates of events among the first 3000 patients the steering committee recommended that we enroll only patients who had either electrocardiographic changes or an elevation in the serum level of cardiac enzymes or markers at entry,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.084546842,0.055437159,0.168217897,0.061512426,0.078841344,0.195562705,0.037496474,0.115310751,0.090767197,0.053395916,0.066212818,0.0439035,0.204075828,0.042452302,0.071203269,0.088970698,0.037375182,0.029070804,0.033542451,0.037168819
80,our study demonstrates the benefit of adding clopidogrel to the regimen of treatment for patients with acute coronary syndromes without st segment elevation who are receiving aspirin and other medications,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.262904018,0.078194879,0.121758424,0.051677633,0.053937536,0.076196946,0.061964329,0.122450218,0.047790267,0.046176806,0.046132211,0.038711153,0.058611557,0.027698733,0.039289176,0.041859936,0.031866461,0.026792286,0.019711152,0.026564682
81,in patients who are undergoing percutaneous transluminal coronary angioplasty ptca with stenting shortterm aspirin treatment plus a thienopyridine derivative results in a substantially lower rate of myocardial infarction than does either aspirin alone or warfarin,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.212601691,0.07627295,0.160071731,0.049028039,0.054660968,0.06702178,0.049743686,0.074407697,0.048270091,0.040395297,0.04233443,0.035365026,0.043881226,0.026619522,0.034748431,0.034980357,0.026719263,0.024114195,0.020801673,0.022077115
82,in summary clopidogrel significantly reduces the risk of the composite outcome of death from cardiovascular causes nonfatal myocardial infarction or stroke as well as a range of related ischemic events,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.640767395,0.160048574,0.094495662,0.056329422,0.060650397,0.058562744,0.073473051,0.077219546,0.051157311,0.042323913,0.045957919,0.05132851,0.0443721,0.039490409,0.044493597,0.04556771,0.046637721,0.029239703,0.030427702,0.032247562
83,treatment with clopidogrel reduced the risk of myocardial infarction and recurrent ischemia with a trend toward lower rates of stroke and death from cardiovascular causes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.565700173,0.14591226,0.096235596,0.054055218,0.056390181,0.058651298,0.066700719,0.068771668,0.051228505,0.040501099,0.04433278,0.04766405,0.041613877,0.037188549,0.041551679,0.041397385,0.041804831,0.028368583,0.029324878,0.028984053
84,radiologic evidence of heart failure was found in fewer patients in the clopidogrel group 229 plus minus values are means sd,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11519503_element.csv,0.546822071,0.149115115,0.086761855,0.056062851,0.057467781,0.059754711,0.062828168,0.063124716,0.053945944,0.043456055,0.045755468,0.047258537,0.041683387,0.038950253,0.040822782,0.039456796,0.040970158,0.030177513,0.030006859,0.027923582
85,eligible participants were women in active labour at more than 36 completed gestational weeks with singleton fetuses in the cephalic presentation and about whom a clinical decision had been made to apply a fetal scalp electrode for continuous internal cardiotocography,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11520523_element.csv,0.073401749,0.057182606,0.163776457,0.071095161,0.092334777,0.282516658,0.041507609,0.103357457,0.141406894,0.063060395,0.100982189,0.051563367,0.209435478,0.050037727,0.095702238,0.108183533,0.041516952,0.037667867,0.043726835,0.04135868
86,since the introduction of intrapartum electronic fetal monitoring intrapartum death has become a rare event 1 methods at three swedish labour wards 4966 women with term fetuses in the cephalic presentation entered the trial during labour after a clinical decision had been made to apply a fetal scalp electrode for internal cardiotocography,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11520523_element.csv,0.075988099,0.052400813,0.2542395,0.051654249,0.066259123,0.095052421,0.038552679,0.086018153,0.055086222,0.044834428,0.044222504,0.036567561,0.088785104,0.029322883,0.047504392,0.050364785,0.025289098,0.026225029,0.022972906,0.026653793
87,we did a multicentre randomised controlled trial to test the hypothesis that intrapartum monitoring with cardiotocography combined with automatic st waveform analysis results in an improved perinatal outcome compared with cardiotocography alone,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11520523_element.csv,0.144209668,0.061866328,0.283964157,0.049251445,0.061951019,0.068052672,0.054666314,0.143227652,0.037992921,0.049391765,0.037018534,0.037123032,0.080233902,0.026514346,0.040869549,0.050020073,0.032083318,0.02647016,0.019461978,0.029903537
88,they were randomly assigned monitoring with cardiotocography plus st analysis ctg st group or cardiotocography only ctg group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11520523_element.csv,0.083296113,0.061625451,0.681302071,0.061606281,0.078647375,0.065422907,0.053771783,0.072813407,0.05185407,0.057377879,0.038347121,0.047278881,0.102274492,0.032581251,0.049933784,0.060580093,0.034436293,0.031114494,0.02861825,0.038995009
89,this instrument uses digital signalprocessing techniques and automatic assessment of st changes by means of an expert system 16 and has been assessed in observational clinical studies,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11520523_element.csv,0.093785927,0.058169637,0.450015128,0.04877143,0.064623252,0.061890084,0.045917585,0.097049028,0.042673863,0.048753008,0.033235997,0.037877887,0.080809288,0.025797514,0.039443351,0.050175805,0.027959919,0.025164761,0.02174617,0.030044418
90,women were randomly assigned fetal monitoring by cardiotocography ctg group or cardiotocography with st waveform analysis ctg st group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\11520523_element.csv,0.0719148,0.057534631,0.661653996,0.060967267,0.079463862,0.070312731,0.049651425,0.073309712,0.052985962,0.055804931,0.038971473,0.045282792,0.11888326,0.032343227,0.051152583,0.062903009,0.032253552,0.030473817,0.028689055,0.038367655
