id,text,file_path,p,i,o
141,these included the presence of thick meconium stained amniotic fluid low 5 minute apgar score less than 7 admission to the neonatal intensive care unit or the diagnosis of hypoxic ischemic encephalopathy by the pediatrician,F:\PythonProjects\TestFastBert\PICOElement\11814497_element.csv,1,0,0
142,a total of 573 women admitted for induction of labor were randomized to receive oral misoprostol vaginal misoprostol or the control dinoprostone,F:\PythonProjects\TestFastBert\PICOElement\11814497_element.csv,0,1,0
143,there were twice as many women randomized into the dinoprostone group,F:\PythonProjects\TestFastBert\PICOElement\11814497_element.csv,0,1,0
144,inclusion criteria were any women having induction of labor with a singleton cephalic fetus of 34 weeks or more in whom the membranes were unruptured cardiotocography showed no fetal distress and there were no painful contractions,F:\PythonProjects\TestFastBert\PICOElement\11814497_element.csv,0,1,0
145,however significantly fewer women delivered vaginally in the oral misoprostol group compared with those in the dinoprostone group relative risk 0 71 99 confidence interval 0 51 0 99,F:\PythonProjects\TestFastBert\PICOElement\11814497_element.csv,0,0,1
146,there were no significant differences in the incidence of thick meconium low 5 minute apgar scores less than 7 admission to neonatal intensive care units or hypoxic ischemic encephalopathy,F:\PythonProjects\TestFastBert\PICOElement\11814497_element.csv,0,0,1
147,we aimed to establish whether selective blocking of angiotensin ii improves lvh beyond reducing blood pressure and consequently reduces cardiovascular morbidity and death,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,1,0,0
148,we excluded patients with secondary hypertension myocardial infarction or stroke within the previous 6 months angina pectoris requiring treatment with blockers or calcium antagonists heart failure or left ventricular ejection fraction of 40 or less or a disorder that in the treating physician s opinion required treatment with losartan or another angiotensin ii type 1 receptor antagonist atenolol or another blocker hydrochlorothiazide or angiotensin converting enzyme inhibitors,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,1,0,0
149,we assigned participants once daily losartan based or atenolol based antihypertensive treatment for at least 4 years and until 1040 patients had a primary cardiovascular event death myocardial infarction or stroke,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,1,0
150,we randomly assigned participants losartanbased or atenolol based regimens after 1 2 weeks of placebo if trough sitting blood pressures were 160 200 mm hg systolic 95 115 mm hg diastolic or both,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,1,0
151,we followed up patients for at least 4 years with regular visits and increases in drug doses to reach a target blood pressure of less than 140 90 mm hg figure 1,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,1,0
152,we also measured serum and plasma concentrations in two central laboratories of haemoglobin creatinine alanine aminotransferase glucose uric acid sodium potassium total and hdl cholesterol and urine concentrations of albumin and creatinine,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,1,0
153,after the end date patients had a follow up clinic visit or at least a vital status check within 6 weeks,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,1,0
154,first despite the central importance of blood pressure in the complications of hypertension additional adjustment of the main outcome for small differences in systolic and diastolic pressure had little effect on the estimate of the benefit associated with losartan,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,0,1
155,second our results extend those of previous short term studies by showing greater reduction of lvh after more than 4 years of treatment with losartan than with atenolol,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,0,1
156,this benefit could result from increased protection against the detrimental effects of angiotensin ii or from specific effects of losartan,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,0,1
157,furthermore lvh both on ecg and echocardiography is a blood pressure independent predictor for cerebrovascular events,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,0,1
158,this result is encouraging since reduction of heart rate and hence myocardial oxygen demand is generally thought to contribute to the cardioprotective properties of blockers 12 13 and might have outweighed beneficial coronary vascular effects of losartan,F:\PythonProjects\TestFastBert\PICOElement\11937178_element.csv,0,0,1
159,the mean induction to vaginal delivery interval in the oral 50 mgs group in our earlier study 6 was 28 h with a standard deviation of 16 h taking a shortening of 7 h in this interval for the 100 mgs group as clinically significant we calculated that 105 patients would be required to give the study a power of 80 a 0 02 b 0 20 instat version 3 01 graphpad software inc san diego ca usa,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,1,0,0
160,comparison of outcomes in labor in women randomly allocated to 50 or 100 mgs of misoprostol,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
161,a reassuring ctg recording for about 30 min prior to the start of the induction and a cervical bishop s score 8 of 7 or less were the other requirements,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
162,parous women in the higher dose group received 50 mgs as their first dose subsequent doses being 100 mgs,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
163,women were asked to complete a questionnaire postnatally to assess their satisfaction with their inductions and their preference for the route of administration oral or vaginal of the inducing agent were they to have another induction,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
164,of the 16 women in the low dose group who did not respond to the misoprostol 11 had a favorable cervix following prostin a gel administration 10 of whom went on to have a vaginal delivery while three did not respond to the pge2,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
165,in the 100 mgs group of the six women with failed inductions two patients opted for caesarean sections two responded to prostin a gel and the other two had no response to the vaginal gel and eventually had to be delivered abdominally,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
166,because of safety concerns with the 100 mgs dose in parous women we started with an initial dose of 50 mgs subsequent doses being 100 mgs,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,1,0
167,in conclusion misoprostol given orally is effective in inducing labor at term and seems acceptable to patients,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,0,1
168,there was no significant difference in the number of women delivering within 24 h of the start of the induction or in the time spent in active labor table ii,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,0,1
169,when the women who had failed inductions with misoprostol but who went on to have vaginal deliveries with the prostin gel were excluded from the analysis the difference in the induction to vaginal delivery interval between the two groups was even smaller,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,0,1
170,this would suggest that in a certain group of women the 50 mgs dose does not seem adequate to initiate the changes required for labor to begin but in those that it does there is not much difference in efficacy between the two doses,F:\PythonProjects\TestFastBert\PICOElement\11952465_element.csv,0,0,1
171,objective to compare the safety and effectiveness of vag inal with oral misoprostol for induction of labor,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,1,0,0
172,methods a total of 107 women with clinical indication for induction were randomly assigned to receive oral or vaginal misoprostol,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,1,0,0
173,patients were eligible for inclusion if they presented with indications for induction and a single live fetus older than 37 weeks gestation in cephalic presentation and no contraindication to vaginal delivery,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,1,0,0
174,patients with previous uterine surgery known prostaglandin hypersensitiv ity three or more contractions per 10 minutes nonreassuring fetal heart tracings and those with vaginal birth contraindications were excluded from participation,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,1,0,0
175,doses of 100 g of oral or 25 g of vaginal misoprostol were given every 3 4 hours,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,0,1,0
176,if cervical ripening or active labor did not occur repeated doses of oral 100 200 g or vaginal 25 50 g were given until labor was established,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,0,1,0
177,this was repeated every 3 4 hours until the occurrence of progressive labor as evidenced by a bishop score of 7 or more a contraction pattern of three every 10 minutes and evidence of fetal intolerance or delivery,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,0,1,0
178,results fifty nine women received oral misoprostol and 48 received vaginal administration,F:\PythonProjects\TestFastBert\PICOElement\12052597_element.csv,0,1,0
